YORF	Cell-cycle Alpha-Factor 1	Cell-cycle Alpha-Factor 2	Cell-cycle Alpha-Factor 3	Cell-cycle Alpha-Factor 4	Cell-cycle Alpha-Factor 5	Cell-cycle Alpha-Factor 6	Cell-cycle Alpha-Factor 7	Cell-cycle Alpha-Factor 8	Cell-cycle Alpha-Factor 9	Cell-cycle Alpha-Factor 10	Cell-cycle Alpha-Factor 11	Cell-cycle Alpha-Factor 12	Cell-cycle Alpha-Factor 13	Cell-cycle Alpha-Factor 14	Cell-cycle Alpha-Factor 15	Cell-cycle Alpha-Factor 16	Cell-cycle Alpha-Factor 17	Cell-cycle Alpha-Factor 18	Cell-cycle cdc15 10m	Cell-cycle cdc15 30m	Cell-cycle cdc15 50m	Cell-cycle cdc15 70m	Cell-cycle cdc15 80m	Cell-cycle cdc15 90m	Cell-cycle cdc15 100m	Cell-cycle cdc15 110m	Cell-cycle cdc15 120m	Cell-cycle cdc15 120m	Cell-cycle cdc15 130m	Cell-cycle cdc15 140m	Cell-cycle cdc15 150m	Cell-cycle cdc15 160m	Cell-cycle cdc15 160m	Cell-cycle cdc15 170m	Cell-cycle cdc15 180m	Cell-cycle cdc15 190m	Cell-cycle cdc15 200m	Cell-cycle cdc15 210m	Cell-cycle cdc15 220m	Cell-cycle cdc15 240m	Cell-cycle cdc15 250m	Cell-cycle cdc15 270m	Cell-cycle cdc15 290m	Cell-cycle Elutriation 0.0hrs	Cell-cycle Elutriation 0.5hrs	Cell-cycle Elutriation 1.0hrs	Cell-cycle Elutriation 1.5hrs	Cell-cycle Elutriation 2.0hrs	Cell-cycle Elutriation 2.5hrs	Cell-cycle Elutriation 3.0hrs	Cell-cycle Elutriation 3.5hrs	Cell-cycle Elutriation 4.0hrs	Cell-cycle Elutriation 4.5hrs	Cell-cycle Elutriation 5.0hrs	Cell-cycle Elutriation 5.5hrs	Cell-cycle Elutriation 6.0hrs	Cell-cycle Elutriation 6.5hrs	Cell-cycle CLN3 induction 30m	Cell-cycle CLN3 induction 40m	Cell-cycle CLB5 induction 40m	Sporulation 0	Sporulation 30m	Sporulation 2h	Sporulation 5h	Sporulation 7h	Sporulation 9h	Sporulation 11h	Sporulation 2h (v. 5h)	Sporulation 7h (v. 5h)	Sporulation 11h (v. 5h)	Sporulation ndt80- Early	Sporulation ndt80- Middle	Sporulation ndt80over	Diauxic Shift 19.0g/L	Diauxic Shift 18.7g/L	Diauxic Shift 17.6g/L	Diauxic Shift 14.0g/L	Diauxic Shift 7.5g/L	Diauxic Shift 0.2g/L	Diauxic Shift 0g/L
YLR059C	-0.04	-0.60	-0.45	-0.64	-0.04	-0.47	 0.19	-0.30	-0.12	-0.36	-0.34	-0.56	-0.20	-0.74	-0.01	-0.47	-0.09	-0.54	 0.03	 0.10	 0.06	 0.19	 0.26	 0.39	-0.23	 0.19	 0.01	-0.40	 0.08	-0.51	-0.01	-0.71	-0.17	-0.29	-0.84	 0.03	-0.01	 0.16	-0.20	-0.25	-0.15	-0.36	-0.36	-0.36	-0.40	-0.45	-0.25	-0.17	-0.03	-0.06	 0.21	 0.07	-0.27	 0.12	 0.07	-0.10	-0.14	 0.45	 0.62	-0.97	-0.64	-1.18	-0.23	 0.26	 0.30	-0.10	-0.29	-0.94	-0.22	-0.67	-0.47	-0.29	-0.40	-0.01	-0.23	-0.14	-0.25	-0.25	-0.04	-0.17
YAR050W	-0.04	-0.23	 0.01	-0.09	 0.07	-0.27	-0.03	 0.20	-0.22	 0.48	-0.49	-0.09	-0.12	 0.14	-0.04	-0.09	-0.25	-1.09	-0.84	 0.41	 0.18	 0.34	 0.36	 0.03	 0.42	 0.42	 0.62	-0.17	 0.03	 0.42	 0.11	 0.38	-0.06	 0.03	 0.29	-0.01	 0.80	 0.08	 0.79	 0.41	 0.00	 0.16	-0.54	-0.76	-0.64	-0.60	-0.67	-0.23	-0.32	-0.43	-0.14	 0.14	 0.21	-0.34	 0.03	-0.03	-0.18	 0.06	 0.19	 0.20	 0.01	-0.38	-0.51	-0.32	-0.23	-0.07	-0.07	-0.10	 0.14	 0.00	-0.84	-1.06	 1.04	 0.03	 0.06	 0.15	 0.04	-0.14	-0.34	 0.36
YDL180W	-0.34	 0.04	 0.66	-0.01	 0.04	 0.15	-0.06	 0.18	 0.04	 0.29	-0.03	 0.55	-0.22	-0.56	-0.07	 0.49	 0.16	-0.15	-0.34	-0.40	-0.43	 0.32	 0.60	 0.49	 0.80	 0.61	 0.75	-0.42	 0.48	 0.21	 0.10	 0.10	 0.37	-0.14	-0.40	 0.56	 0.86	 0.55	 0.38	 0.84	-0.15	 0.51	 0.16	 0.24	-0.12	 0.06	-0.18	-0.07	-0.40	-0.14	-0.25	-0.34	-0.12	 0.03	-0.14	-0.45	-0.01	 0.25	-0.04	-0.27	 0.20	 0.23	 0.85		 0.48	-0.04	 0.28	 0.06		-0.64		 0.36	-0.64	-0.17	-0.01	-0.12	-0.25	-0.30	-0.25	 0.33
YGR222W	-0.06	-0.06	 0.29	 0.10	 0.06	-0.40	-0.18	-0.49	-0.14	-0.34	-0.15	 0.19	 0.14	-0.40	-0.34	-0.36	 0.04	-0.25	 0.00	 0.58	 0.28	-0.58	-0.20	-0.30	-0.07	 0.04	 0.04	 0.53	 0.29	 0.03	 0.37	-0.04	-1.12	-0.14	 0.10	-0.30	 0.20	 0.14	 0.16	 0.49	 0.52	 0.40	 0.30	-0.30	-0.18	-0.29	 0.48	-0.23	-0.49	-0.23	-0.38	-0.42	-0.47	-0.01	-0.04	-0.34	-0.29	 0.57	 0.74	-0.17	-0.29	 0.11	 0.56	 0.51	 0.03	-0.20	-0.40	 0.21	-0.27	-0.18	 0.56	 0.48	 0.41	-0.12	 0.04	 0.57	 0.15	 0.25	 0.87	 0.49
YML058C-A																			-0.56	-0.30	-0.23	 0.16	 0.38	 0.20	 0.36	 0.20	-0.01	 0.12	-0.04	-0.01	 0.26	 0.42	 0.04	 0.46	 0.42	-0.01	 0.15	-0.18	 0.31	 0.58	-0.15	 0.06	-0.27															-0.03	 0.91																					
YLL027W																			 0.34	 0.25	 0.52	 0.59	-0.06	 0.41	-0.47	 0.14	-0.30	-1.32	-0.01	-0.54	-0.01	-0.42	-0.06	 0.20	-1.06	 0.11	-0.36	 0.29	-0.79	-1.09	 0.08	 0.04	 0.34															-0.27	-0.06		-0.20	 2.20	 1.87	 1.69	 2.19	 1.63	 1.30	 0.34	-0.12	-0.45	 1.66	 1.28	 1.16	-0.04	 0.01	-0.15	-0.22	 0.01	 0.52	 0.64
YDR285W	-0.04	-0.18	-0.30	-0.15	-0.79	-0.40	-0.34	 0.52	-0.20		 1.97	 0.36	 0.04	 0.34	-0.69			 0.16	 0.12	 0.24	-0.06	-0.38	 0.23	-0.92	 0.49	-0.29	-0.45	 0.43	-0.81	-0.14	 1.75	 0.56	-0.64	 0.08	 1.31	-1.18	 0.29	-0.74	 0.61	 1.10	-0.76	-0.67	-0.56	 0.51	 0.19	-0.62	-0.03	-0.74	-0.74	 0.03	-0.56	-0.34	-1.03	-0.43	-0.64	-1.25	-1.03	 0.39	 1.05	-0.38	-0.15	 2.37	 3.27	 4.38	 4.27	 3.39	 3.43	-1.40	 0.00	-1.09	 4.30	 5.14	 0.08	 0.11	 0.14	 0.77	 0.33	 0.30	 0.84	 0.45
YDR358W	-0.04	 0.10	-0.07	-0.79	-0.76	-0.67	-0.54	-0.60	-0.43	-0.29	-0.40	-0.01	-0.54	-0.49	-0.76	-0.45		-0.03	-0.64	-0.36	-0.49	-0.47	-0.15	-0.56	 0.24	-0.22	 0.01	 1.16	 0.00	-0.01	-0.03	-0.20	-0.54	 0.74	 0.28	-0.32	-0.07	-0.64	-0.34	 0.44	 0.68	 0.54	 0.89	 0.97	 0.07	-0.64	-0.38	-0.71	-0.94	-0.58	-0.14	-0.18	-0.27	-0.62	 0.21	 0.28	 0.31	 1.06	 1.55	 0.07	 0.00	 0.18	-0.43	-0.54	-0.71	-0.92	-0.86	 0.23	-0.07	-0.36	 0.67	 0.99	 0.87	-0.10	-0.15	 0.49	 0.63	 0.38	 1.77	 0.64
YLR342W	-0.03	-0.22	 0.20	 0.57	 0.83	 0.37	 0.59	-0.38	 0.07	-0.58	-0.22	 0.11	 0.16	 0.55	 0.60	 1.03	 0.43	-0.22	 0.70	 0.52	 0.94	 1.32	 1.35	 0.69	 0.51	-0.12	 0.06	-1.32	 0.30	 0.80	 0.66	 1.31	 1.56	 1.09	 1.02	 0.34	 0.34	-0.42	-0.49	 0.06	-0.04	-0.12	-0.12	-0.84	-1.06	-1.32	-0.74	-0.32	 0.04	 0.26	 0.06	 0.21	 0.23	-0.40	-0.18	-0.62	-0.07	 1.68	 1.46	-0.58	-0.23	-0.67	-0.64	-0.47	-0.56	-0.49	-0.30	-0.38	-0.47	-0.40	-1.29	-1.69	-1.47	 0.07	 0.41	 0.49	 0.46	 0.20	-1.18	-1.25
YNR017W	-0.15	-0.86	 0.08	-0.36	 0.24	-0.60	-0.15	-0.47	-0.15	-0.29	 0.18	-0.20	-0.12	-0.64	-0.18	-0.45	-0.18	-0.34		-0.12	-0.07	-0.62		-0.60		-0.32			 0.28		 0.75			-0.36	 0.51	-1.22	 0.63	-0.56	 0.65		-0.56	-0.07	-0.36	-0.74	-0.58	-0.40	-0.25	 0.08	-0.18	 0.10	 0.06	 0.04	-0.03	-0.34	 0.01	 0.14	-0.07	-0.30	-0.64	-0.67	-0.29		-0.94	-0.56	-0.67	-0.43	-0.54	-0.29	-0.54	-0.01		-1.60	-0.45	-0.29	-0.23	-0.23	-0.74	-0.43	-0.54	-0.64
YGR150C	 0.14		 0.15		 0.06	-0.22	 0.00	-0.04	 0.10	 0.26	 0.60	-0.01	 0.04	-0.18	 0.70	-0.09	-0.92	-0.27																										 0.96	-0.76	-0.20	 0.10	 0.07	-0.20	 0.79	-0.69	-0.45	-0.69	-0.49	-0.79	-1.15	-0.62	 0.30	 1.71	-0.36	-0.23	-0.25	-0.32	-0.32	-0.23	-0.54	-0.32	-0.07	-0.15	-0.32	-0.30	-0.43	-0.18	-0.03	-0.03	-0.07	-0.15	-0.22	-0.30	-0.17
YPL168W	-0.27	-0.12	-0.06	 0.07	 0.03	-0.15	 0.03	-0.17	-0.23	-0.56	-0.32	 0.08	-0.04	-0.30	-0.18	-0.43	-0.60	 0.54	-0.47	-0.23	 0.19	-0.30	-0.92	-0.09	-0.43	-0.30	-0.74	-0.51	-0.03	-0.17	-0.12	-0.27	-0.45	-0.58	-0.92	-0.07	-0.10	 0.08	-0.45	-0.20	 0.25	 0.06	 0.18	-0.56	-0.71	-0.67	-0.74	-0.25	-0.12	-0.56	-0.30	-0.23	-0.36	-0.56	-0.22	-0.79	-0.18	 0.11	 0.53	 0.34	-0.38	 0.30	-0.54	-0.94	-0.97	-1.43	-1.40	 0.06	-0.07	-1.40	-0.56	 0.80	-1.32	 0.08	 0.23	 0.33	-0.10	 0.24	-0.58	-0.81
YGR223C	 0.01	 0.03	 0.06	-0.22	-0.18	-0.36	-0.07	-0.42	-0.18	-0.23	-0.23	 0.07	-0.15	-0.40	-0.32	-0.22	-0.14	-0.14	-0.40	 0.07	 0.20	-0.15	-0.60	 0.15	-0.22	 0.16	-0.45	-0.58	 0.28	-0.29	-0.12	-0.27	-0.25	-0.17	-0.47	 0.20	-0.56	 0.11	-0.29	 0.49	 0.69	 0.36	 0.53	 0.10	-0.47	-0.42	-0.42	-0.22	-0.10	-0.47	 0.12	-0.15	-0.17	 0.18	-0.15	-0.32	-0.04	 0.14	 0.54	-0.32	-0.06	 0.77	 0.04	-0.09	 0.04	-0.07	-0.47	-0.25	-0.45	-0.58	 1.01	 1.62	-0.54	-0.42	-0.43	 0.16	 0.37	-0.18	 0.75	 0.18
YKL049C	-0.30	-0.20	-0.12	 0.14	 0.08	 0.33	 0.01	 0.03	-0.32	-0.07	-0.45	-0.06	-0.03	-0.23	-0.12	-0.15	 0.32	-0.22	 0.33	 0.41	 0.57	 0.62	-0.60	 0.31	-0.07	-0.06	-1.09	-0.43	-0.17	-0.45	-0.04	-0.54	-0.18	-0.12	-0.43	 0.43	-0.51	-0.01	-0.54	-0.84	-0.14	-0.14	 0.08	-0.01	-0.32	-0.14	-0.15	 0.30	-0.06	 0.21	-0.10	-0.04	-0.22	-0.03	-0.27	-0.36	-0.18	 0.74	 1.10	-0.15	-0.49	-0.20	 0.73	 1.00	 1.93	 1.32	 1.06	-0.03	 0.75	 0.21	 1.61	 1.30	-0.15	-0.17	-0.25	 0.07	-0.07	 0.07	 0.32	-0.09
YMR322C	-0.18	-0.12	-0.14	 0.18	-0.29	-0.36	-0.10	-0.47	-0.45	-0.32	-0.62	-0.22	-0.10	-0.54	-0.22	-0.40	-0.09	-0.25	-0.25	 0.21	-0.42	-0.47	-0.12	-0.74	 0.60	-0.58	 0.14	-0.49	-0.38	-0.09	-0.86	-0.15	-1.06	-0.58	 0.85	-0.45	-0.17	-0.18	 0.25	 0.89	-0.23	 0.04	-0.29	-0.36	-0.67	-0.47	-0.20	-0.60	-0.56	-0.69	-0.62	-0.30	-0.86	-1.15	-0.29	-0.38	-0.15	 0.34	 0.73	-0.32	-0.62	 0.48	 0.34	-1.03	-0.89	 1.45	 2.65	 1.24	-0.45	 3.38	-0.94	-1.40	 1.14	-0.67	-0.60	-0.42	-0.34	-0.84	 1.32	 1.52
YDR286C	-0.60	 0.16	-0.17	 0.14	-0.30	 0.33	-0.32	 0.28	-0.10	 0.16	-0.07	-0.22	-0.07	-0.45	-0.56	-0.14	 0.12	 0.10	-0.12	 0.12	-0.01	-0.06	 0.10	-0.14	 0.38	 0.29	 0.08	 0.25	 0.44	 0.24	 0.36	 0.32	-0.12	 0.28	 0.18	 0.07	 0.19	 0.34	 0.49	 0.84	-0.69	 0.38	 0.59	 0.32	 0.20	 0.01	-0.81	 0.12	-0.30	 0.20	-0.36	-0.12	-0.04	 0.03	-0.17	 0.00	 0.15	 0.30	 1.03	-0.01	 0.06	 0.41	 0.20	 0.24	 0.21	 0.21	 0.45	-0.12	-0.14	-0.27	 1.04	 1.51	-0.17	-0.01	-0.04	 0.44	-0.10	-0.04	 0.59	-0.04
YDR359C	-0.38	-0.20	-0.36	-0.04	-0.18	-0.14	-0.15	-0.29	-0.14	-0.06	-0.81	-0.56	-0.09	-0.36	-0.23	-0.32	-0.49	-0.15	 0.11	-0.17	-0.14	-0.14	-0.30	 0.00	-0.25	 0.15	-0.40	-1.00	-0.17	-0.62	-0.45	-0.92	-0.62	-0.43	-0.51	-0.29	-0.58	-0.07	-0.18	-0.01	-0.25	-0.56	-0.43	-0.36	-0.56	 0.33	 0.30	 0.07	-0.36	-0.27	-0.14	 0.14	 0.14	-0.38	 0.10	-0.45	-0.20	-0.22	 0.52	-0.27	 0.03	 0.61	 1.01	 1.29	 1.30	 0.93	 0.90	-0.27	-0.15	-0.58	 1.10	 1.88	 0.65	 0.10	 0.03	 0.15	-0.07	-0.12	 0.26	 0.23
YLR416C	 0.03	 0.14	 0.03	-0.62	-0.18	-0.38	-0.14	-0.22	-0.27	-0.34	-0.47	-0.25	-0.27	-0.20	-0.47	-0.25	-0.25	-0.09	-0.36	-0.18	-0.29	-0.38	-0.76	-0.42	-0.04	-1.03	-0.47	-0.56	-0.18	-0.43	-0.45	-1.03	-1.15	-0.56	 0.38	 0.11	 0.15	 0.21	 0.28	 0.77	-0.30	-0.17	-0.69	-0.18	-0.69	-0.42	-0.36	-0.10	-0.15	-0.17	-0.67	-0.38	-0.56	-0.22	-0.29	-0.64	-0.32	 0.06	 1.00	-0.25	-0.60	 0.55	-0.18	-0.18	 0.08	-0.23	-0.49	-0.22	-0.47	-1.12	 0.59	 1.08	 1.64	-0.74	-0.76	-0.56	-0.49	-0.54	 0.11	-0.47
YMR039C	-0.07	 0.23	-0.30	-0.49	-0.49	-0.29	-0.15	-0.27	-0.03	-0.15	-0.20	-0.29	-0.27	-0.76	-0.62	-0.40	-0.47	-0.18	 0.61	-1.29	 0.50	-0.07	-0.42	 0.10	 0.06	 0.25	-0.12	 1.34	 0.34	-0.20	-0.01	-0.18	-0.54	 0.18	 0.16	 0.46	-0.06	 0.14	-0.30	 1.18	 0.42	 0.32	 0.49	 0.48	-0.30	-0.17	-0.23	-0.29	-0.54	-0.60	-0.23	-0.30	-0.36	 0.03	-0.12	 0.15	-0.06	-0.30	 0.11	-0.25	-0.10	-1.51	-1.43	-1.94	-2.18	-1.84	-1.69	 0.41	-0.23	 0.08	-1.56	-1.60	-0.01	-0.30	-0.54	-0.27	-0.29	-0.22	 0.44	-0.62
YBR030W	-0.20	-0.51	-0.54	-0.62	-0.03	-0.42	-0.23	 0.34	-0.18	 0.11	-0.23	 0.03	-0.34	-0.12	-0.36	 0.18	 0.01	-0.18	 0.14	 0.34	 0.12	-0.38	-0.67	-0.09	-0.94	-0.22	-1.03	-0.74	-0.18	-0.74	-0.54	-0.67	-0.69	-0.62	-0.69	-0.12	-0.40	-0.30	-0.94	-1.12	-0.34	-0.58	-0.84	-1.15	-0.54	-0.64	 0.01	 0.04	-0.04	-0.15	-0.76	 0.03	-0.01	-0.54	-0.29	-0.32	-0.25	-0.47	-0.14	-0.06	-0.30	-1.69	-1.29		-1.84	-1.40	-1.43	-0.56	-0.76	-0.27	-1.40	-1.79	-0.89	-0.58	-0.43	 0.25	-0.42	-0.56	-0.10	-0.36
YPL169C	-0.23	-0.79	-0.36	-0.67	-0.14	 0.03	 0.03	-0.29	-0.22	-0.42	-0.15	-0.32	-0.14	-0.45	-0.20	-0.27	 0.01	-0.12	 0.40	 0.32	 0.06	-0.22	-1.47	 0.00	-0.06	 0.03	-0.29	-0.94	 0.10	-0.47	 0.01	-0.49	-0.42	-0.12	-0.09	-0.06	-0.10	-0.14	-1.00	-0.74	 0.16	-0.18	-0.07	 0.42	-0.34	-0.58	-0.09	-0.14	-0.23	-0.47	-0.14	-0.12	-0.36	-0.25	-0.07	-0.18	-0.36	 0.20	 0.44	-0.20	-0.29	-0.38	-0.92	-0.45	-0.47	-0.67	-0.58	-0.40	-0.01	-0.14	-0.58	-0.01	-0.15	 0.21	 0.23	 0.31	-0.47	-0.36	-0.14	-0.20
YBR103W	 0.20	 0.40	 0.31	 0.31	 0.23	-0.09	 0.20	 0.33	 0.23	-0.32	 0.12	-0.23	 0.04	-0.38	 0.92	-0.20	-0.07	-0.20	-0.17	-0.18	 0.25	-0.10	-0.32	 0.07	 0.01	-0.27	-0.43	 0.33	-0.56	 0.16	-0.23	-0.01	-0.67	-0.12	 1.66	-0.01	-0.42	-0.43	-0.32	-0.45	-0.12	-0.14	-0.03	 0.28	-0.43	-0.32	-0.14	-0.30	 0.04	-0.03	-0.62	 0.15	-0.36	-0.51	-0.67	-0.60	-0.34	-0.01	 0.75	-0.38	-0.06	 0.12	 0.25	-0.25	-0.67	-0.74	-0.71	 0.24	-0.32	-0.09	 0.61	 0.14	-0.03	-0.34	-0.14	 0.44	-0.14	-0.06	 0.39	 0.73
YDL181W	-0.30	 0.46	 0.61	 0.46	 0.38	 0.18	-0.51	-0.40	 0.06	-0.29	 0.19	-0.27	 0.06	-0.18	-0.38	 0.43	-0.14	-0.01	-0.29	-0.23	 0.00		 0.77	-0.49	-0.34	 0.28	 0.64		-0.23	-1.18	 0.55	-0.17	-0.86	-0.62	 0.85	-1.06	 0.15	-0.49	 0.58		-1.09	 0.00		 0.44	-0.17	 0.01	 0.41	 0.03	 0.10	 0.18	 0.70	 0.19	 0.06	 0.23	 0.21	 0.31	 0.34	-0.25		 0.26	 0.11	-0.94	-0.15	-0.40	-0.45	-0.76	-1.09	 0.55	 0.24	-0.47	-0.60	-0.30	 0.12	-0.17	 0.40	 0.41	 0.67	 0.23	 1.48	 1.74
YAL020C	-0.25	-0.51	-0.30	-0.45	-0.29	-0.30	-0.03	 0.39	-0.12	 0.38	-0.56	 0.20	-0.38	 0.19	-1.06	 0.86	-0.12	-0.22	-0.29	-0.32	-0.18	-0.06	 0.25	-0.03	 0.36	 0.10	 0.23	-0.38	-0.10	 0.03	 0.04	 0.53	 0.07	 0.16	 0.70	-0.10	 0.58	-0.34	 0.90	 1.10	-0.27	-0.36	-0.29	-0.32	-0.20	-0.58	-0.32	 0.26	-0.42	 0.06	 0.07	-0.56	-0.27	 0.01	-0.14	-0.67	 0.03	 0.44	 2.46	-0.42	-0.27	 0.00	-0.32	-0.14	-0.36	-0.06	-0.18	-0.14	-0.14	-0.40	 0.18	 0.41	 1.75	-0.49	-0.09	 0.23	-0.34	-0.62	 0.18	 0.26
YHR202W	-0.06	 0.11	 0.23	-0.06	 0.07	-0.20	 0.21	 0.01	 0.00	 0.03	-0.92	 0.11	-0.23	-0.01	-0.12	-0.07	 0.39	-0.22	-0.32	-0.62	-0.30	-0.49	-0.23	-0.18	-0.06	-0.38	-0.32	-0.23	-0.01	 0.04	 0.21	 0.00	-0.23	 0.87	 0.68	-0.04	-0.09	-0.30	 0.29	 0.36	-0.36	 0.34	 0.33	-0.25	-0.58	-0.32	-0.49	-0.54	-0.58	-0.42	 0.03	 0.15	-0.06	-0.32	 0.01	 0.10	 0.10	-0.25	 0.37	-0.20	-0.34	 1.33	 1.35	 2.35	 2.33	 0.82	 1.46	-0.79	-0.62	-1.43	 2.39	 2.20	 0.06	-0.15	 0.03	 0.26	 0.00	 0.18	 0.65	 0.50
YML007W	-0.23	-0.18	-0.01	-0.27	-0.12	-0.12	 0.21	-0.18	-0.09	-0.01	-0.01	-0.01	-0.14	-0.25	-0.25	-0.17	 0.06	-0.03	-0.09	-0.06	-0.25	 0.00	-0.86	 0.01	-0.60	-0.04	-0.84	-0.34	 0.07	-0.58	-0.25	-0.92	-0.32	-0.04	-0.86	 0.39	-0.20	 0.26	-0.30	-0.17	 0.65	 0.38	 0.44	 0.10	 0.12	-0.49	-0.32	-0.17	 0.08	-0.32	-0.10	 0.08	 0.06	 0.01	 0.29	 0.06	 0.33	-0.38	-0.03	 0.45	-0.06	 0.71	 0.46	 0.04	-0.30	-0.22	 0.04	 0.79	-0.56	-0.14	 0.62	 0.74	 0.19	 0.14	-0.06	-0.06	-0.09	-0.25	 0.04	 0.01
YLL028W																			 0.63	-0.58	-1.06	 0.51	 0.77	 1.09	 0.79	 1.40	 0.99	 0.57	 0.69	-0.12	 0.06	 0.03	-0.01	 0.07	 0.60	 0.92	 1.26	 1.10	 1.45	 0.68	 0.19	 0.03	 0.15															-0.94	 0.82		-0.47	-0.23		 0.49	 1.98	 1.96	 0.89	-1.18	 0.77	 0.28	-0.62	-0.81	-0.38	 0.01	 0.38	 0.81	 0.68	 0.72	 0.94	 0.96
YCR010C	 0.28	-0.17	 0.06	-0.15	-0.17	-0.54	 0.07	 0.16	-0.25	-0.25	-0.14	-0.32		-0.36	-0.18	-0.38	-0.27	-0.20	 0.15	 0.28	-0.38	 0.87	 0.29	-0.42	-0.40	-0.58	 0.01	-0.15	 0.21	 0.21	 0.61	-0.25	-1.29	-0.25	 0.73	-0.49	 0.21	-0.03	 0.06	 0.97	-0.58	-0.14	-0.45	-0.97	 0.34	-0.60	-1.18	-1.94	-1.40	-0.62	 0.33	 1.14	 0.52	 0.34	 1.01	 1.04	 0.28	 0.33	 0.73	-0.29	-0.09	 2.16	 2.05	 2.18	 2.39	 1.72	 1.95	-0.32	 0.28	-0.81	 2.73	 2.44	 2.81	-0.49	-0.36	 0.24	-0.38	-0.42	 0.53	 2.66
YAR052C	-0.03	-0.14	-0.15	 0.14	-0.34	-0.22	-0.04	-0.18		-0.40	-0.43	-0.12	 0.00	-0.42	 0.08	-0.30	 0.08	-0.30	 0.38	 0.25	 0.39	-0.29	 0.53	-0.01	 0.31	 0.07	 0.38	-0.27	 0.06	 0.36	-0.03	 0.36	-0.27	-0.20	 0.21	-0.10	 0.43	-0.74	 0.38	 0.37	-0.34	-0.38	-0.38	-0.07	-0.18	-0.10	 0.11	-0.07	-0.15	 0.10	 0.10	-0.30	-0.23	-0.04	-0.20	-0.18	 0.15	-0.54	-0.34	 0.00	 0.24	 0.01	-0.60	-0.38	-0.12	 0.03	 0.11	-0.06	 0.16	 0.36	-1.32	-1.12	 1.01	-0.10	-0.27	 0.00	-0.20	-0.45	-0.43	-0.10
YLR270W	-0.14	 0.38	 0.04	 0.10	-0.36	-0.15	-0.45	-0.84	-0.25	 0.00	-0.40	-0.36	-0.27	-0.81	-0.97	-0.51	-0.34	-0.23	-0.03	-0.34	-0.23	-0.15	-1.22	 0.03	-0.20	 0.18	 0.26	 0.94	 0.40	 0.24	 0.44	 0.40	 0.10	 0.51	 0.61	 0.01	 0.04	 0.21	 0.48	 0.82	 0.89	 0.72	 1.10	 1.16	 0.80	 0.07	 0.10	-0.86	-0.79	-0.97	-0.40	-0.17	-0.29	-0.22	 0.15	 0.40	 0.21	-0.42	-0.51	 0.32	 0.11	 0.57	-0.01	-0.81	-1.29	-0.56	-0.69	 1.01		-0.04	 0.15	-0.25	 0.56	 0.10	-0.03	 0.23	 0.61	 0.38	 3.03	 1.52
YLR343W	 0.04	-0.38	 0.29	 0.55	 1.04	 0.29	-0.14	-0.12	-0.29	-0.64	 0.20	-0.06	 0.39	 0.32	 0.70	 0.42	-0.29	-0.18	 1.28	 1.30	 1.32	 1.14	 1.35	 0.26	 0.59	 0.10	 0.59	-0.25	 0.77	 0.99	 0.44	 1.14	 0.20	 0.67	 1.16	-0.18	 0.82	-0.30	 0.99	 1.04	 0.61	 0.48	 0.11	-0.94	-1.12	-0.81	-0.32	 0.19	-0.01	 0.30	-0.01	-0.30	-0.29	-0.58	-0.56	-0.56	-0.51	 0.07	 0.93	 0.40	-0.29	-0.01	-0.45	 3.10	 4.49	 3.93	 5.26	-4.06	 1.93	 1.74	 0.46	 1.64	 2.76	-0.43	-0.12	 0.58	-0.01	-0.17	 0.38	 0.37
YNR018W	 0.16	-0.27	-0.29	-0.54	-0.03	-0.27	 0.12	-0.36	 0.04	-0.27	-0.32	-0.40	 0.15	-0.27	 0.08	-0.27	 0.08	 0.08	 1.59	 1.06	 0.79	 1.05	 0.83	 1.34	 0.68	 1.07	-0.15	 0.25	 0.83	-0.04	 0.38	-0.56	 0.23	 0.46	-0.40	 0.71	 0.00	 0.67	-0.06	 0.20	 0.33	 0.23	 0.40	-0.45	 0.10	-0.04	 0.25	 0.42	 0.38	 0.06	 0.12	 0.41	 0.37	 0.04	 0.20	 0.01	 0.16	-0.97	-0.89	-0.30	-0.38	-1.69	-0.94	-0.94	-0.74	-1.25	-1.47	-0.03	-0.25	-1.25	-1.89	-1.56	-0.58	-0.34	-0.20	-0.38	-0.49	-0.60	 0.15	-0.45
YHR130C	 0.11	-0.14	 0.25	 0.11	 0.21	 0.01	 0.14	 0.19	-0.27	-0.09	-0.22	-0.22	-0.15	-0.09	-0.10	-0.10	 0.29	-0.38	-0.06	-0.12	 0.04	-0.38	 0.10	-0.40	-0.15	-0.23	-0.15	 0.11	-0.15	-0.17	-0.56	-0.04	-1.18	-0.32	-0.04	-0.79	-0.03	-0.36	 0.21	 0.34	-0.62	-0.34	-0.23	 0.29	-0.23	-0.18	-0.30	-0.10	-0.36	-0.22	-0.56	-0.25	-0.56	-0.14	-0.45	-0.56	-0.60	 0.19	 0.55	 0.06	-0.54	-0.07	-0.03	 0.25	 0.06	 0.06	-0.15	-0.17	-0.42	-0.56	 0.39	 0.58	-0.40	-0.18	-0.30	-0.09	-0.29	-0.40	-0.23	-0.36
